review_date,rating,review_text,cleaned_review_text,llm_labels
2025-06-05 19:59:51,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-03-30 11:21:16,5,good,good,[]
2024-10-22 20:46:35,1,التطبيق بعذ ما غيرت تليفوني معدش بيفتح معايا على تليفون جديد حضرتك التليفون مكتوب متوافق مع التطبيق وازي مش بيشتغل,التطبيق بعذ ما غيرت تليفوني معدش بيفتح معايا على تليفون جديد حضرتك التليفون مكتوب متوافق مع التطبيق وازي مش بيشتغل,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'التوافق', 'polarity': 'negative'}]"
2025-08-25 15:44:44,5,خالد سيد ذكي,خالد سيد ذكي,[]
2024-12-22 00:51:07,5,تمام,تمام,[]
2024-03-21 20:17:05,1,التطبيق مش عايز يفتح ده غير أنه بيعلق العمليات المالية و بكلم خدمة العملاء محدش بيرد عليا انا عايز فلوسى,التطبيق مش عايز يفتح ده غير أنه بيعلق العمليات المالية و بكلم خدمة العملاء محدش بيرد عليا انا عايز فلوسى,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'العمليات المالية', 'polarity': 'negative'}, {'aspect_term': 'خدمة العملاء', 'polarity': 'negative'}]"
2023-03-31 15:05:04,3,مش عارف افتحه,مش عارف افتحه,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2024-09-23 16:41:56,5,جيده جدا,جيده جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-10-24 15:14:45,1,الخدمه بيظه,الخدمه بيظه,"[{'aspect_term': 'الخدمة', 'polarity': 'negative'}]"
2024-03-30 13:31:33,5,تمام,تمام,[]
2024-04-08 12:42:26,5,يجب تحسين انستاباي لتفعيل فيزه بنك مصر,يجب تحسين انستاباي لتفعيل فيزه بنك مصر,"[{'aspect_term': 'تفعيل فيزا بنك مصر', 'polarity': 'negative'}]"
2024-11-16 16:46:24,5,جميل,جميل,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-03-29 13:25:00,5,جيد جدا,جيد جدا,[]
2022-10-30 09:01:56,5,جميل جدا بجد,جميل جدا بجد,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-07-05 23:28:56,4,ممتازه,ممتازه,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-09-25 14:13:53,5,ممتاز باقى شوية تطوير من المحافظ تأكيد الاسم قبل الارسال,ممتاز باقى شوية تطوير من المحافظ تأكيد الاسم قبل الارسال,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'المحافظ', 'polarity': 'negative'}]"
2025-05-08 02:21:59,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-05-25 10:45:19,2,البرنامج كوبس بس خايف ليكون مش أمان,البرنامج كوبس بس خايف ليكون مش أمان,"[{'aspect_term': 'أمان البرنامج', 'polarity': 'negative'}, {'aspect_term': 'أداء البرنامج', 'polarity': 'negative'}]"
2025-02-28 15:18:35,5,بحاول اجي اشوف الرصيد مش شغال ليه يافندم؟؟,بحاول اجي اشوف الرصيد مش شغال ليه يافندم؟؟,"[{'aspect_term': 'عرض الرصيد', 'polarity': 'negative'}]"
2024-08-26 21:28:25,1,الرسوم عاليه جدا عند سداد فواتير,الرسوم عاليه جدا عند سداد فواتير,"[{'aspect_term': 'الرسوم', 'polarity': 'negative'}]"
2024-11-28 16:55:42,2,هو كا ابليكيشن فهو كويس بس في عيب كذا عيب اول حاجه مش بيردوا علي ارقامهم غير نادرا وكل شويه يعطل اي عمليه بقوم بيها وكل شويه الابلكيشن يعطل معايا او لو دخلت علشان اشوف الرصيد بيقولي عيد المحاوله,هو كا ابليكيشن فهو كويس بس في عيب كذا عيب اول حاجه مش بيردوا علي ارقامهم غير نادرا وكل شويه يعطل اي عمليه بقوم بيها وكل شويه الابلكيشن يعطل معايا او لو دخلت علشان اشوف الرصيد بيقولي عيد المحاوله,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'خدمة العملاء', 'polarity': 'negative'}]"
2024-05-16 17:20:56,5,ممتاز جدا جدا,ممتاز جدا جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-09-10 21:15:00,5,جميل جدا,جميل جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-07-31 05:11:27,5,تجربه ممتازه وبرنامج أكتر من ممتاز لو سمحت عندي حساب في بنك أخر برقم تليفون مختلف وأريد أضافة هذا الحساب على البرنامج فكيف ذلك وشكرا,تجربه ممتازه وبرنامج أكتر من ممتاز لو سمحت عندي حساب في بنك أخر برقم تليفون مختلف وأريد أضافة هذا الحساب على البرنامج فكيف ذلك وشكرا,"[{'aspect_term': 'تجربة التطبيق', 'polarity': 'positive'}, {'aspect_term': 'إضافة حساب بنكي', 'polarity': 'neutral'}]"
2025-02-18 23:43:29,1,التطبيق يرفض أجراء أي تحويل فعندما اطلب ارسال نقود تخرج لي رسالة مفادها ..... برجاء تفعيل حسابك ... { IPN PIN } من خلال تعيين رقم سري,التطبيق يرفض أجراء أي تحويل فعندما اطلب ارسال نقود تخرج لي رسالة مفادها ..... برجاء تفعيل حسابك ... { IPN PIN } من خلال تعيين رقم سري,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2024-10-16 16:15:03,5,تمام,تمام,[]
2025-08-18 18:29:47,5,تمام,تمام,[]
2025-01-28 15:43:50,5,جيد,جيد,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-12-13 21:59:44,5,التطبيق جميل جدا . بس لو أمكن إضافة البريد المصري لتسهيل التحويل الأموال من و إلى الحساب . و شكرا .,التطبيق جميل جدا . بس لو أمكن إضافة البريد المصري لتسهيل التحويل الأموال من و إلى الحساب . و شكرا .,"[{'aspect_term': 'تصميم التطبيق', 'polarity': 'positive'}, {'aspect_term': 'إضافة البريد المصري', 'polarity': 'negative'}]"
2025-03-28 04:10:17,5,التطبيق رائع ولكن الاستخدام بعد التحديثات الذي سيتم العمل بها بداية من الشهر القادم ستؤثر علي الاستخدام العام كنت اتمني أن يفضل علي هذا الحال وبطيئ جدا هذه الأيام,التطبيق رائع ولكن الاستخدام بعد التحديثات الذي سيتم العمل بها بداية من الشهر القادم ستؤثر علي الاستخدام العام كنت اتمني أن يفضل علي هذا الحال وبطيئ جدا هذه الأيام,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}, {'aspect_term': 'الاستخدام بعد التحديثات', 'polarity': 'negative'}, {'aspect_term': 'السرعة', 'polarity': 'negative'}]"
2023-11-08 18:44:03,5,ممتاز جدا,ممتاز جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-03-27 17:26:39,1,البرنامج زفت مش عايز يفتح خالص ولا اعرف رصيد حسابي,البرنامج زفت مش عايز يفتح خالص ولا اعرف رصيد حسابي,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'عرض الرصيد', 'polarity': 'negative'}]"
2023-09-03 18:48:17,2,التطبيق معلق دلوقتى مش بيدخل هو ماله فى مشكلة ولا اية,التطبيق معلق دلوقتى مش بيدخل هو ماله فى مشكلة ولا اية,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2022-08-16 18:46:48,5,برنامج رائع لاكن بيعلق كتير,برنامج رائع لاكن بيعلق كتير,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-04-22 16:04:49,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-01-01 16:19:56,1,التطبيق مش راضي يأكتف الفيزا بتاعتي ومحدش بيرد من خدمة العملاء,التطبيق مش راضي يأكتف الفيزا بتاعتي ومحدش بيرد من خدمة العملاء,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'خدمة العملاء', 'polarity': 'negative'}]"
2025-07-31 19:30:35,5,محتاج تعديل,محتاج تعديل,[]
2023-12-10 22:07:28,5,جميل جدا وسل الاستخدام,جميل جدا وسل الاستخدام,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'سهولة الاستخدام', 'polarity': 'positive'}]"
2024-11-30 22:19:13,1,Kj I'll,Kj I'll,[]
2025-01-18 09:58:41,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-03-26 20:21:50,2,وحش,وحش,"[{'aspect_term': 'التطبيق بشكل عام', 'polarity': 'positive'}]"
2024-04-16 14:15:43,5,جيده,جيده,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2022-05-07 18:22:55,1,لماذا يتم طلب الرقم السري الخاص بالكارت و هذا الرقم لا يجب التعرف عليه و يتم إدخاله في الماكينة فقط ؟!,لماذا يتم طلب الرقم السري الخاص بالكارت و هذا الرقم لا يجب التعرف عليه و يتم إدخاله في الماكينة فقط ؟!,"[{'aspect_term': 'أمان البيانات', 'polarity': 'negative'}]"
2024-09-23 22:07:05,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-09-24 12:10:31,5,جيد,جيد,[]
2025-03-30 22:53:20,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-04-03 02:06:11,5,ممتازة,ممتازة,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-01-03 15:48:40,1,وانا بسجل المفروض ابعت رسالة مش بتتبعت وبيقولي حاول الإرسال مرة تانية بقاله فترة هلي كده مسحت البرنامج ونزلته تاني ونفس النظام,وانا بسجل المفروض ابعت رسالة مش بتتبعت وبيقولي حاول الإرسال مرة تانية بقاله فترة هلي كده مسحت البرنامج ونزلته تاني ونفس النظام,"[{'aspect_term': 'إرسال الرسائل', 'polarity': 'negative'}]"
2023-02-14 23:20:16,5,فوق الممتاز ماشاءالله علي العاملين اشكر المصمم وصاحب فكره الابلكيشن,فوق الممتاز ماشاءالله علي العاملين اشكر المصمم وصاحب فكره الابلكيشن,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'العاملين', 'polarity': 'positive'}, {'aspect_term': 'المصمم', 'polarity': 'positive'}, {'aspect_term': 'فكرة التطبيق', 'polarity': 'positive'}]"
2025-05-09 15:16:51,1,حاولت جميع المحاولات لا يريد العمل رغم إن الخط مسجل في البنك والرساله اجدها موجوده فالرسائل ولم يعمل نهائيا,حاولت جميع المحاولات لا يريد العمل رغم إن الخط مسجل في البنك والرساله اجدها موجوده فالرسائل ولم يعمل نهائيا,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2024-12-22 17:53:39,5,تنفنقمقم سلام عليكم ورحمة الله,تنفنقمقم سلام عليكم ورحمة الله,[]
2022-11-01 11:17:05,1,البرنامج واقف ومش راضي يفتح اعمل ايه,البرنامج واقف ومش راضي يفتح اعمل ايه,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2023-04-04 16:54:26,5,ممتاز جدا,ممتاز جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-06-03 05:08:49,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-07-10 06:49:53,5,جميل للغاية,جميل للغاية,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-08-13 08:40:07,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-09-29 14:01:52,5,انا في السعوديه ومعايا الخط المصري وقت مابيتم التسجيل ما بتوصل الرساله,انا في السعوديه ومعايا الخط المصري وقت مابيتم التسجيل ما بتوصل الرساله,"[{'aspect_term': 'خدمة الرسائل', 'polarity': 'negative'}]"
2025-04-04 16:29:45,5,سهل وبسيط,سهل وبسيط,"[{'aspect_term': 'سهولة الاستخدام', 'polarity': 'positive'}]"
2024-09-08 13:31:24,5,جميل جدا,جميل جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-07-24 04:39:00,4,مش عارف ليه مش عايز يفتح معايا ومش عايز يبعت رساله التاكيد,مش عارف ليه مش عايز يفتح معايا ومش عايز يبعت رساله التاكيد,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2024-10-04 21:14:52,5,جميل جدا,جميل جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-12-05 18:12:46,5,👌,👌,[]
2025-04-06 20:44:44,5,جميل بس عايز نت كفاية,جميل بس عايز نت كفاية,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'سرعة الإنترنت', 'polarity': 'negative'}]"
2023-12-04 09:55:54,1,لا يمكنني دفع فواتير الانترنت ولا فواتير هاتفي عندما اريد دفع فاتوره رقم هاتفي يظهر لي حاول مره اخرى لاحقا ارجو التحديث وحل المشكله,لا يمكنني دفع فواتير الانترنت ولا فواتير هاتفي عندما اريد دفع فاتوره رقم هاتفي يظهر لي حاول مره اخرى لاحقا ارجو التحديث وحل المشكله,"[{'aspect_term': 'دفع الفواتير', 'polarity': 'negative'}]"
2022-04-10 23:46:51,5,برنامج أكثر من رائع وفعلا يستحق الاحترام بس عندى سؤال هل لو غيرت الجهاز الى عملت عليه الحساب لازم اعمل حساب جديد تانى ولا بعمل تسجيل دخول ازاى,برنامج أكثر من رائع وفعلا يستحق الاحترام بس عندى سؤال هل لو غيرت الجهاز الى عملت عليه الحساب لازم اعمل حساب جديد تانى ولا بعمل تسجيل دخول ازاى,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'عملية تسجيل الدخول', 'polarity': 'neutral'}]"
2024-11-28 15:36:58,5,سهل,سهل,"[{'aspect_term': 'سهولة الاستخدام', 'polarity': 'positive'}]"
2025-05-07 11:48:22,1,تطبيق سيء جدا,تطبيق سيء جدا,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2022-05-03 23:16:35,5,لو سمحت انا سجلت حساب علي البرنامج وبعدين حصل مشكله في الجهاز وبعدين حاولت افتح الحساب تاني مش عارف ادخل علي الحساب مع اني مسجل بنفس الحساب القديم,لو سمحت انا سجلت حساب علي البرنامج وبعدين حصل مشكله في الجهاز وبعدين حاولت افتح الحساب تاني مش عارف ادخل علي الحساب مع اني مسجل بنفس الحساب القديم,"[{'aspect_term': 'تسجيل الدخول', 'polarity': 'negative'}]"
2025-04-28 18:57:45,3,بيقفل الجهاز قبل كل معامله,بيقفل الجهاز قبل كل معامله,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2024-12-14 22:37:53,5,حاول اغير رقم السري رفض وعمل حظر,حاول اغير رقم السري رفض وعمل حظر,"[{'aspect_term': 'تغيير رقم السري', 'polarity': 'negative'}]"
2025-03-31 18:50:48,5,جميل جداً,جميل جداً,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-01-06 06:02:36,5,Good,Good,[]
2024-08-25 15:30:35,5,لايعمل على جهازى,لايعمل على جهازى,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2023-06-11 05:33:21,1,تم التفعيل ولكن تم حذف بعض البنوك,تم التفعيل ولكن تم حذف بعض البنوك,"[{'aspect_term': 'التفعيل', 'polarity': 'positive'}, {'aspect_term': 'البنوك المدعومة', 'polarity': 'negative'}]"
2023-07-04 09:45:23,5,فوق الممتاز بجد بس ياريت تضيفوا البريد المصري اكون شاكرة جداً جداً,فوق الممتاز بجد بس ياريت تضيفوا البريد المصري اكون شاكرة جداً جداً,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'وسائل الدفع المتاحة', 'polarity': 'negative'}]"
2025-04-16 21:52:47,5,احس تعامل,احس تعامل,"[{'aspect_term': 'التعامل', 'polarity': 'positive'}]"
2023-09-21 03:52:07,2,البرنامج كان شغال تمام اليوم أردت الاستعلام عن الرصيد تظهر رساله لم يتم تنفيد طلبك حاول في وقت لاحق ولم يعمل الي الان,البرنامج كان شغال تمام اليوم أردت الاستعلام عن الرصيد تظهر رساله لم يتم تنفيد طلبك حاول في وقت لاحق ولم يعمل الي الان,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'الاستعلام عن الرصيد', 'polarity': 'negative'}]"
2024-12-09 15:44:14,4,التطبيق لا يعمل بالسعودية بعد التحديث الاخير ما المشكلة وكيف التواصل مع خدمة العملاء تعديل تم حل المشكلة شكرا,التطبيق لا يعمل بالسعودية بعد التحديث الاخير ما المشكلة وكيف التواصل مع خدمة العملاء تعديل تم حل المشكلة شكرا,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'خدمة العملاء', 'polarity': 'neutral'}]"
2024-04-06 14:07:07,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-10-08 18:26:47,5,ممتاز جدا فى إرسال الحوالات ، فى لحظات فقط .,ممتاز جدا فى إرسال الحوالات ، فى لحظات فقط .,"[{'aspect_term': 'إرسال الحوالات', 'polarity': 'positive'}]"
2025-03-13 21:57:34,1,سيئة البرنامج مش بيفتح,سيئة البرنامج مش بيفتح,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2022-06-08 23:06:03,5,تطبيق ممتاز,تطبيق ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-03-27 01:17:31,5,تمام كويس,تمام كويس,[]
2024-11-27 16:15:50,1,كل اما اخش غش عليه يقولي الاعدادات وميخشش,كل اما اخش غش عليه يقولي الاعدادات وميخشش,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2025-04-23 17:29:34,1,سيق جدا عاوز نت من نفس الخط,سيق جدا عاوز نت من نفس الخط,[]
2024-05-24 02:23:27,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-02-27 21:03:06,5,👍👍,👍👍,[]
2024-10-28 12:15:21,5,تطبيق رائع,تطبيق رائع,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-09-26 11:31:42,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-05-20 21:32:47,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-02-27 14:57:33,5,Gamed,Gamed,[]
2024-08-27 19:39:32,1,البرنامج لا يقبل إرسال رقم الموبايل,البرنامج لا يقبل إرسال رقم الموبايل,"[{'aspect_term': 'إرسال رقم الموبايل', 'polarity': 'negative'}]"
2024-03-21 04:05:39,5,👏👏👏,👏👏👏,[]
2024-05-01 15:57:20,1,مش عارفه احل مشكله إرسال الرساله,مش عارفه احل مشكله إرسال الرساله,"[{'aspect_term': 'إرسال الرسائل', 'polarity': 'negative'}]"
2024-06-03 17:37:14,5,جيد جدا حتي الان,جيد جدا حتي الان,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}]"
2025-08-25 22:23:57,4,تجربه جيده,تجربه جيده,"[{'aspect_term': 'التجربة', 'polarity': 'positive'}]"
2024-01-22 21:09:36,1,لا يعمل نهائى,لا يعمل نهائى,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2025-04-22 00:30:09,5,جميله جدا ولكن بعد إضافة عدد العشر الشهريه للاستعلام عن الرصيد يرجي اتاحت عدد اكبر من المرات وبخصوص اضافه الرسوم فهذا معقول جدا,جميله جدا ولكن بعد إضافة عدد العشر الشهريه للاستعلام عن الرصيد يرجي اتاحت عدد اكبر من المرات وبخصوص اضافه الرسوم فهذا معقول جدا,"[{'aspect_term': 'واجهة التطبيق', 'polarity': 'positive'}, {'aspect_term': 'عدد مرات الاستعلام عن الرصيد', 'polarity': 'negative'}, {'aspect_term': 'الرسوم', 'polarity': 'positive'}]"
2025-04-04 15:32:46,5,حلو,حلو,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-07-28 17:18:05,1,البرنامج مش راضي يشتغل ايه المشكله,البرنامج مش راضي يشتغل ايه المشكله,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2025-03-31 16:54:45,5,تمام,تمام,[]
2025-06-09 23:29:45,5,ممتاز جدا,ممتاز جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-02-03 23:40:31,5,جامد,جامد,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-03-31 19:13:23,5,سهل وسريع,سهل وسريع,"[{'aspect_term': 'سرعة التطبيق', 'polarity': 'positive'}, {'aspect_term': 'سهولة الاستخدام', 'polarity': 'positive'}]"
2024-10-27 21:38:23,4,للاسف بعد التحديث الاخير معدتش بيفتح على الواى فاى نرجو حل المشكله فى اسرع وقت,للاسف بعد التحديث الاخير معدتش بيفتح على الواى فاى نرجو حل المشكله فى اسرع وقت,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2022-09-07 11:43:25,5,برنامج رائع ولكن ينقصه إضافة باقى البنوك التى تعمل فى مصر,برنامج رائع ولكن ينقصه إضافة باقى البنوك التى تعمل فى مصر,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'عدد البنوك المدعومة', 'polarity': 'negative'}]"
2024-08-28 20:13:05,5,حلو جدا,حلو جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2022-07-04 08:17:47,1,برنامج عقيم ولا بيفتح اي شيء,برنامج عقيم ولا بيفتح اي شيء,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2024-02-27 10:39:06,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-04-03 20:30:12,1,كل حاجة بفلوس حتى الاستعلام عن الرصيد,كل حاجة بفلوس حتى الاستعلام عن الرصيد,"[{'aspect_term': 'الرسوم', 'polarity': 'negative'}]"
2024-09-24 14:34:15,5,تطبيق ممتاز جدآ,تطبيق ممتاز جدآ,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}]"
2022-06-17 02:11:05,5,ممتاز فعلا ينقصه سرعه في الاستجابه عند الضغط على الزر ما عدا ذلك فهو رائع,ممتاز فعلا ينقصه سرعه في الاستجابه عند الضغط على الزر ما عدا ذلك فهو رائع,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'سرعة الاستجابة', 'polarity': 'negative'}]"
2023-04-01 00:20:35,1,التطبيق بيخصم فلوس ليه تم خصم 30ج ليه مش فاهم,التطبيق بيخصم فلوس ليه تم خصم 30ج ليه مش فاهم,"[{'aspect_term': 'الرسوم', 'polarity': 'negative'}]"
2025-05-03 14:55:21,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2022-04-18 14:16:03,5,جامد,جامد,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-02-19 23:22:15,1,البرنامج مش عاوز يكمل الخطوات فين رقم خدمه العملاء,البرنامج مش عاوز يكمل الخطوات فين رقم خدمه العملاء,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}, {'aspect_term': 'خدمة العملاء', 'polarity': 'negative'}]"
2024-05-11 22:13:45,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-08-17 11:12:15,5,💯,💯,[]
2025-05-15 10:32:19,1,البرنامج مردشى يفتح,البرنامج مردشى يفتح,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2024-07-09 08:21:57,5,ممتاز,ممتاز,[]
2023-04-25 15:06:16,1,البرنامج معدش عايز يشتغل,البرنامج معدش عايز يشتغل,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2023-09-02 01:28:33,1,لايفتح عند الاستعلام عن الرصيد time-out,لايفتح عند الاستعلام عن الرصيد time-out,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2023-07-04 17:20:41,5,ممتاز جدا,ممتاز جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-08-05 21:30:20,5,Good,Good,[]
2023-11-16 18:09:16,5,برنامج رائع جدا,برنامج رائع جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-04-01 14:33:41,5,جيد,جيد,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-09-03 18:15:08,1,التطبيق متوقف ولم يفتح,التطبيق متوقف ولم يفتح,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'negative'}]"
2025-04-02 10:02:05,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2025-02-02 11:03:51,5,جيد جدا,جيد جدا,[]
2025-01-28 08:42:54,5,،100٪,،100٪,[]
2024-10-26 03:02:10,4,حذفت التطبيق وبحاول أنزله مرة أخرى ولكن لا أتذكر البيانات وعند الضغط على حساب جديد وأمشي على الخطوات تظهر لى جملة قد حدث خطأ فأرجو حل هذه المشكلة لبدأ استخدام التطبيق علما انه بستقبل رساله نصيه,حذفت التطبيق وبحاول أنزله مرة أخرى ولكن لا أتذكر البيانات وعند الضغط على حساب جديد وأمشي على الخطوات تظهر لى جملة قد حدث خطأ فأرجو حل هذه المشكلة لبدأ استخدام التطبيق علما انه بستقبل رساله نصيه,"[{'aspect_term': 'عملية التسجيل', 'polarity': 'negative'}, {'aspect_term': 'استقبال الرسائل النصية', 'polarity': 'positive'}]"
2025-07-21 02:40:59,1,مش عارفة اسجل عليه وبيجيلي ان الرسالة متبعتتش ليهم مع اني عندي محفظة وعندي حساب بنكي 👎,مش عارفة اسجل عليه وبيجيلي ان الرسالة متبعتتش ليهم مع اني عندي محفظة وعندي حساب بنكي 👎,"[{'aspect_term': 'عملية التسجيل', 'polarity': 'negative'}, {'aspect_term': 'إرسال الرسائل', 'polarity': 'negative'}]"
2024-11-14 23:29:55,5,روعه,روعه,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-12-23 16:50:41,4,اكثر من رائع,اكثر من رائع,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2023-05-16 12:20:14,5,ممتاز بالتوفيق ياريت يتم اضافه بقيت البنوك وامكانيه تحويل من المحفظه لحساب بنكى,ممتاز بالتوفيق ياريت يتم اضافه بقيت البنوك وامكانيه تحويل من المحفظه لحساب بنكى,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}, {'aspect_term': 'التكامل مع البنوك', 'polarity': 'negative'}, {'aspect_term': 'تحويل الأموال', 'polarity': 'negative'}]"
2024-08-19 04:08:19,4,زيادة حد التحويلات الشهرية واليومية.,زيادة حد التحويلات الشهرية واليومية.,"[{'aspect_term': 'حد التحويلات', 'polarity': 'neutral'}]"
2024-10-03 20:47:28,5,رائع جدا,رائع جدا,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
2024-07-22 14:40:11,5,برنامج اكثر من رائع يستحق مليون نجمه,برنامج اكثر من رائع يستحق مليون نجمه,"[{'aspect_term': 'أداء التطبيق', 'polarity': 'positive'}]"
2024-01-15 08:27:46,1,مش ظاهر عندي المربعات,مش ظاهر عندي المربعات,"[{'aspect_term': 'واجهة المستخدم', 'polarity': 'negative'}]"
2024-11-23 18:26:46,5,ممتاز,ممتاز,"[{'aspect_term': 'التطبيق', 'polarity': 'positive'}]"
