review_date,rating,review_text,cleaned_review_text
2024-11-27 15:11:56,1,التطبيق لا يعمل حاليا ويقولي جاري تحديث الخدمه ما العمل؟,التطبيق لا يعمل حاليا ويقولي جاري تحديث الخدمه ما العمل؟
2023-04-26 00:31:45,1,مش حلو,مش حلو
2025-02-03 12:44:19,1,مش راضي يسجل الحساب,مش راضي يسجل الحساب
2025-07-15 22:37:48,5,ممتاز أنه جميل وسهل الاستخدام كم هو رائع جدا,ممتاز أنه جميل وسهل الاستخدام كم هو رائع جدا
2024-12-01 23:55:18,5,ممتاز,ممتاز
2023-01-25 16:53:55,5,Nice,Nice
2023-03-20 06:02:28,1,لا يعمل,لا يعمل
2025-05-01 20:49:16,5,ممتاز جدا,ممتاز جدا
2024-07-25 10:57:33,1,أنا عاوز اعرف هي الرسالة مابتوصلنيش ليه يلزم الرد وحل مشكلتي.,أنا عاوز اعرف هي الرسالة مابتوصلنيش ليه يلزم الرد وحل مشكلتي.
2023-11-25 12:49:33,1,تطبيق سيئ جدا جدا ننصح بعدم تنزيله,تطبيق سيئ جدا جدا ننصح بعدم تنزيله
2023-07-05 21:00:36,5,ممتاز,ممتاز
2024-11-28 13:48:18,4,التطبيق ممتاز لكن كل م احاول الدخول يجيبلى جاري تحديث الخدمه سنعود بعد قليل ؟ برجاء المساعده .,التطبيق ممتاز لكن كل م احاول الدخول يجيبلى جاري تحديث الخدمه سنعود بعد قليل ؟ برجاء المساعده .
2024-05-16 22:34:41,1,البرنامج توقف عن العمل ولا يفتح بدون اي سبب,البرنامج توقف عن العمل ولا يفتح بدون اي سبب
2023-10-14 14:30:08,1,filastin hura🇯🇴,filastin hura🇯🇴
2024-01-31 09:10:48,5,ممتاز,ممتاز
2025-05-22 21:58:49,5,تمام يا فندم,تمام يا فندم
2025-03-30 19:51:08,5,ممتاز,ممتاز
2025-04-01 18:51:08,1,التطبيق مش عايز يفتح بعد التحديث,التطبيق مش عايز يفتح بعد التحديث
2023-09-27 17:20:43,5,تمام,تمام
2025-04-07 20:35:06,5,فوق الممتاز,فوق الممتاز
2023-07-11 15:46:33,5,هايل,هايل
2025-05-16 14:27:01,5,بس يارب يشتغل معى,بس يارب يشتغل معى
2025-03-24 00:59:04,1,تطبيق لا يعتمد عليه مشاكله كتير للاسف,تطبيق لا يعتمد عليه مشاكله كتير للاسف
2022-04-16 07:37:22,4,برنامج جيد لكن لماذا لا يعمل على كارت فيزا مسبقة الدفع البنك الاهلى,برنامج جيد لكن لماذا لا يعمل على كارت فيزا مسبقة الدفع البنك الاهلى
2023-11-02 22:04:50,5,ممتاز,ممتاز
2024-04-13 07:37:42,5,ممتاز,ممتاز
2024-11-15 03:53:17,5,مختصر للتطبيقات البنكية ومفيد,مختصر للتطبيقات البنكية ومفيد
2024-10-05 01:59:33,1,التطبيق لا يعمل والشبكة تمام اى المشكلة ارجو الحل,التطبيق لا يعمل والشبكة تمام اى المشكلة ارجو الحل
2024-07-18 00:10:11,5,فى مشكلة ان البرنامج مش راضي يفتح وفي رساله لا يوجد شريحه في الهاتف,فى مشكلة ان البرنامج مش راضي يفتح وفي رساله لا يوجد شريحه في الهاتف
2022-11-13 04:45:45,5,ممتازة,ممتازة
2023-11-22 00:56:05,5,برنامج رائع جدا,برنامج رائع جدا
2023-10-19 18:24:09,5,أمن جدا وسهل,أمن جدا وسهل
2024-11-17 02:09:25,5,ممتاز,ممتاز
2023-08-09 16:55:47,5,ممتاز جدا,ممتاز جدا
2025-09-05 19:37:50,5,ممتاز جداً,ممتاز جداً
2023-10-23 05:38:49,5,👍,👍
2024-11-27 15:46:02,1,بعد التحديث الاخير التطبيق لا يعمل رجاء حل المشكلة,بعد التحديث الاخير التطبيق لا يعمل رجاء حل المشكلة
2025-07-22 18:48:28,1,حاجه زي الزفت مش عاوز يشتغل ولاحتي ألرساله تجي,حاجه زي الزفت مش عاوز يشتغل ولاحتي ألرساله تجي
2023-12-06 13:44:13,5,ممتاز,ممتاز
2024-03-22 20:07:00,5,عايز شغال ازاي اي,عايز شغال ازاي اي
2023-12-17 15:01:17,5,رائع جدا جدا جدا جدا جدا,رائع جدا جدا جدا جدا جدا
2024-12-14 13:41:01,5,ممتاز,ممتاز
2025-04-03 08:57:55,5,جميل,جميل
2023-09-11 16:56:55,5,برنامج رائع وممتاز جدا,برنامج رائع وممتاز جدا
2022-03-24 20:41:50,5,برنامج ممتاز,برنامج ممتاز
2022-04-22 17:13:13,4,جيد جدا,جيد جدا
2023-09-23 07:29:15,5,جميل وسهل,جميل وسهل
2023-09-21 13:55:20,1,تطبيق سيئ,تطبيق سيئ
2024-11-27 19:14:17,1,التطبيق متوقف تماما وبدون سابق انذار,التطبيق متوقف تماما وبدون سابق انذار
2025-01-23 18:45:03,3,تطبيق رائع جدا بس عاوز اعرف استخدمه خارج مصر ازاي عشان حاولت كتير ومفيش فايدة,تطبيق رائع جدا بس عاوز اعرف استخدمه خارج مصر ازاي عشان حاولت كتير ومفيش فايدة
2023-09-15 12:34:03,5,محافظ oo,محافظ oo
2024-10-31 16:01:10,5,ممتاز,ممتاز
2024-09-28 14:33:31,5,ممتاز,ممتاز
2022-12-02 11:28:17,5,كان شغال كويس وبعدين وقف خالص,كان شغال كويس وبعدين وقف خالص
2025-02-25 17:25:16,5,مش بيفتح غير بصعوبه جدا,مش بيفتح غير بصعوبه جدا
2024-10-29 16:24:28,1,حقيقي معاناه علشان تسجل اي حساب حاولت مليون مره اسجل الفيزا ودايما بيديني خطأ في كلمه المرور او رقم البطاقه مع اني بستخدم البطاقه عادي جداً وكلمت خدمه عملاء البنك وقالولي مفيش اي مشكله في رقم البطاقه والرقم المسجله عليه و لا في كلمه السر وان المشكله تقنيه في التطبيق وحذفته وثبته كذا مره بلا جدوى,حقيقي معاناه علشان تسجل اي حساب حاولت مليون مره اسجل الفيزا ودايما بيديني خطأ في كلمه المرور او رقم البطاقه مع اني بستخدم البطاقه عادي جداً وكلمت خدمه عملاء البنك وقالولي مفيش اي مشكله في رقم البطاقه والرقم المسجله عليه و لا في كلمه السر وان المشكله تقنيه في التطبيق وحذفته وثبته كذا مره بلا جدوى
2023-02-17 14:33:29,5,أفضل حاجه حصلت ف أخر 20سنه و من غير مجاملات مشكورين أقسم بالله وناس محترمه,أفضل حاجه حصلت ف أخر 20سنه و من غير مجاملات مشكورين أقسم بالله وناس محترمه
2024-09-25 20:21:05,5,ممتاز,ممتاز
2022-09-08 12:18:52,1,البرنامج كان جيد جدا فى البداية ولكنه لا يعمل هذة الإيام ولا اعرف السبب هل عطل بالبرنامج ام ان البرنامج لا يعمل خارج مصر أثناء السفر ؟؟؟,البرنامج كان جيد جدا فى البداية ولكنه لا يعمل هذة الإيام ولا اعرف السبب هل عطل بالبرنامج ام ان البرنامج لا يعمل خارج مصر أثناء السفر ؟؟؟
2024-11-10 13:38:18,5,برنامج ممتاز,برنامج ممتاز
2025-04-02 03:37:16,1,برنامج سئ,برنامج سئ
2024-08-06 07:42:14,1,التطبيق مش راضي يشتغل معايا ولا يتحمل لي اسبوع ارجو المساعدة بعد اذنكم,التطبيق مش راضي يشتغل معايا ولا يتحمل لي اسبوع ارجو المساعدة بعد اذنكم
2025-03-30 20:46:11,1,سئ بخصوص فرض الرسوم,سئ بخصوص فرض الرسوم
2024-07-28 16:00:59,5,جميل جدا,جميل جدا
2024-07-08 13:50:58,5,ممتاز جدا توفير الوقت ف المعاملات,ممتاز جدا توفير الوقت ف المعاملات
2023-09-10 21:22:37,5,ممتاز,ممتاز
2022-04-23 01:07:07,5,Yamaaam,Yamaaam
2025-03-13 21:49:48,5,جيد...ولكن نرجوا أن يقبل تحويل مبالغ من شبكات المحمول... الكاش...وشكرا,جيد...ولكن نرجوا أن يقبل تحويل مبالغ من شبكات المحمول... الكاش...وشكرا
2024-11-25 21:46:36,5,لسه,لسه
2023-09-11 11:24:39,5,فوق الممتاز,فوق الممتاز
2024-02-14 16:49:40,5,Good,Good
2025-03-21 05:31:06,5,تطبيق جيد بس للاسف من وقت لآخر بيحصل تهنيج ليه معايا,تطبيق جيد بس للاسف من وقت لآخر بيحصل تهنيج ليه معايا
2025-04-23 18:06:37,5,ممتاز,ممتاز
2025-05-03 12:10:41,5,ماشاء الله,ماشاء الله
2025-03-29 16:32:35,1,لا يرسل رسالة وما بيدخلش على التطبيق,لا يرسل رسالة وما بيدخلش على التطبيق
2025-06-16 23:31:41,5,اشكركم على هذا التطبيق لاكن اتمنى اضافة ايداع عن طريقه المحافظ الإلكترونية مثل فودافون كاش وايضا من ماكينات فوري اتمنى اضافة هذه الميزه في التحديث القادم سيكون اكتر سهوله علينا وشكرا انستا باي,اشكركم على هذا التطبيق لاكن اتمنى اضافة ايداع عن طريقه المحافظ الإلكترونية مثل فودافون كاش وايضا من ماكينات فوري اتمنى اضافة هذه الميزه في التحديث القادم سيكون اكتر سهوله علينا وشكرا انستا باي
2025-01-21 20:00:44,5,في مشكله في اختيار البنك كل ما اجي اختار البنك يقول لك لم يتم ارسال طلب,في مشكله في اختيار البنك كل ما اجي اختار البنك يقول لك لم يتم ارسال طلب
2023-12-17 13:52:14,4,البرنامج في المجمل ، ممتاز لولا مشاكل التحديثات، وكمان مافيش شحن فودافون !,البرنامج في المجمل ، ممتاز لولا مشاكل التحديثات، وكمان مافيش شحن فودافون !
2024-12-10 23:45:17,5,ممتاز اكتر من ممتاز,ممتاز اكتر من ممتاز
2025-04-25 20:33:14,1,سي جدا,سي جدا
2024-12-28 00:01:29,5,جيد جدا,جيد جدا
2023-12-17 23:38:15,1,زبااااااااااله زبااااااااااااله فااااااااااااااشل,زبااااااااااله زبااااااااااااله فااااااااااااااشل
2023-05-05 23:51:53,5,عندي اقتراح للمعاملات اللي بتبعت غلط لية الابلكيشن ميحطش خاصية للبيحول لحساب غير حسابه ( لشخص أخر يعني ) يطلعلي انا كود و الكود ده ابلغ الشخص بيه بحيث انه لما يدخله داخل البرنامج يستلم الحواله و في حالت ان الشخص ما حطش الرقم الفلوس ترجع لحسابي تاني ......... ده مجرد فكرة او اقتراح,عندي اقتراح للمعاملات اللي بتبعت غلط لية الابلكيشن ميحطش خاصية للبيحول لحساب غير حسابه ( لشخص أخر يعني ) يطلعلي انا كود و الكود ده ابلغ الشخص بيه بحيث انه لما يدخله داخل البرنامج يستلم الحواله و في حالت ان الشخص ما حطش الرقم الفلوس ترجع لحسابي تاني ......... ده مجرد فكرة او اقتراح
2025-07-31 21:09:38,5,ممتاز,ممتاز
2023-09-04 07:12:07,3,فكرة البرنامج رائعة .. لكن لا يمكن تسجيل الحساب الا بالشريحة المتواجدة في التليفون فقط .. يحتاج لتعديلات أمنية بسيطة,فكرة البرنامج رائعة .. لكن لا يمكن تسجيل الحساب الا بالشريحة المتواجدة في التليفون فقط .. يحتاج لتعديلات أمنية بسيطة
2024-01-02 23:43:25,5,رائع,رائع
2024-10-24 18:35:19,1,لا استطيع التسجيل ويظهر لي انذار ... ما الحل,لا استطيع التسجيل ويظهر لي انذار ... ما الحل
2025-04-06 14:02:17,5,جميل جدا,جميل جدا
2024-07-09 21:39:58,5,تطبيق أكثر من رائع,تطبيق أكثر من رائع
2024-05-04 01:31:48,4,يرجى إضافة البريد المصري ضمن قائمة البنوك,يرجى إضافة البريد المصري ضمن قائمة البنوك
2024-07-07 15:01:12,5,جميل البرنامج,جميل البرنامج
2024-03-06 11:09:00,5,راحه بالك,راحه بالك
2024-06-05 11:48:36,5,ممتاز,ممتاز
2024-04-19 16:02:30,5,جميل جدا جدا,جميل جدا جدا
2022-04-24 11:20:03,1,البرنامج مش راضي يفتح معايا لما بأختار شريحة الإتصال الخاصة والمسجلة بالبنك ممكن حل للمشكلة,البرنامج مش راضي يفتح معايا لما بأختار شريحة الإتصال الخاصة والمسجلة بالبنك ممكن حل للمشكلة
2022-04-06 20:45:49,5,ممتاز وسهل الاستخدام,ممتاز وسهل الاستخدام
2025-01-13 11:12:58,5,ممتاز,ممتاز
2023-12-28 08:36:36,5,تطبيق جميل جدا ولكن بعد التحديث لا يظهر الرصيد فى الرسائل,تطبيق جميل جدا ولكن بعد التحديث لا يظهر الرصيد فى الرسائل
2025-09-05 15:20:08,1,مبيفتحش وعملت كل المحاولات,مبيفتحش وعملت كل المحاولات
2024-11-04 22:16:18,5,كنت استخدم التطبيق وعند تغيرر التليفون الخاص بي أصبح يطلب مني اختيار الخط المرتبط بالبنك الخاص بي واختاره ولا يستطيع مراسلتي رجاءآ شرح مفصل لخطوات فتح إرسال واستقبال الرسايل,كنت استخدم التطبيق وعند تغيرر التليفون الخاص بي أصبح يطلب مني اختيار الخط المرتبط بالبنك الخاص بي واختاره ولا يستطيع مراسلتي رجاءآ شرح مفصل لخطوات فتح إرسال واستقبال الرسايل
2023-10-12 20:18:20,1,للأسف مش عايز يشتغل معايا حذفته ونزلته اكتر من مره ومش بيقبل يبعت رساله التحقق من الرقم,للأسف مش عايز يشتغل معايا حذفته ونزلته اكتر من مره ومش بيقبل يبعت رساله التحقق من الرقم
2024-10-14 03:09:37,5,ممتاز,ممتاز
2025-07-18 04:12:32,5,ممتاز,ممتاز
2024-07-15 16:43:31,5,ممتاز جدا,ممتاز جدا
2024-08-18 02:46:17,4,تم خصم رسوم تجديد ٣٠ جنيه هل ده كل فتره قد ايه ولا مرة واحده بس,تم خصم رسوم تجديد ٣٠ جنيه هل ده كل فتره قد ايه ولا مرة واحده بس
2024-07-22 01:17:25,5,سلاسه فى التعامل و حسن المعامله,سلاسه فى التعامل و حسن المعامله
2025-02-24 18:53:55,5,حلوه جدا بس عندى مشكله دلوقتى أن مش عارفه ارجع الانستاباى ممكن مساعد🙏,حلوه جدا بس عندى مشكله دلوقتى أن مش عارفه ارجع الانستاباى ممكن مساعد🙏
2024-11-17 04:47:25,5,بكل صراحة حاجه محترمه جدا جدا جدا,بكل صراحة حاجه محترمه جدا جدا جدا
2025-03-31 01:20:18,5,رائع,رائع
2024-03-14 19:29:04,5,ممتاز والله,ممتاز والله
2023-09-21 21:08:33,5,البرنامج للمره الثانيه يتعطل ولايريد أن يستعمل عن الرصيد في الحساب البنكي وانا استخدمه من فتره ارجو اصلاح العطل,البرنامج للمره الثانيه يتعطل ولايريد أن يستعمل عن الرصيد في الحساب البنكي وانا استخدمه من فتره ارجو اصلاح العطل
2024-06-05 18:58:19,5,جميل يا جميل,جميل يا جميل
2024-08-28 14:04:12,5,Good,Good
2025-03-12 00:38:12,5,جميل,جميل
2024-09-26 04:02:05,5,تجربتي لحد الأن لابأس بها . لاكني اخشي حدوث اخطاء او اختراق للتطبيق . ولماذا لا يتم التحديث . لعل هذا للأمان,تجربتي لحد الأن لابأس بها . لاكني اخشي حدوث اخطاء او اختراق للتطبيق . ولماذا لا يتم التحديث . لعل هذا للأمان
2023-04-17 03:14:16,5,ممتاز حتى الان,ممتاز حتى الان
2025-05-27 00:05:30,5,تحويل اموال بسهوله,تحويل اموال بسهوله
2024-05-21 21:48:19,5,برنامج جميل جدآ ولكن ارجو اضافة البريد المصري وشكرآ,برنامج جميل جدآ ولكن ارجو اضافة البريد المصري وشكرآ
2024-11-11 12:46:28,4,تطبيق جميل ورائع,تطبيق جميل ورائع
2024-04-14 23:10:49,5,جميل جداً جداً جداً جداً جداً جداً,جميل جداً جداً جداً جداً جداً جداً
2022-05-26 18:11:12,1,البرنامج لا يفتح عندى,البرنامج لا يفتح عندى
2024-02-11 18:02:08,1,للاسف قمت بتحميل التطبيق اكثر من مره للاسف لا يفتح موبايلي سامسونج نوت ٩ الاندوريد اصدار ٩ اعتقد انه مناسب للبرنامج لا بعد تحميل البرنامج وعند الفتح تاتي رساله من اختيارين اختيار معلومات التطبيق واختيار اغلاق التطبيق لا اعرف السبب قمت بالاتصال بخدمه العملاء دون اي جدوي ارجو معرفه السبب شكرا,للاسف قمت بتحميل التطبيق اكثر من مره للاسف لا يفتح موبايلي سامسونج نوت ٩ الاندوريد اصدار ٩ اعتقد انه مناسب للبرنامج لا بعد تحميل البرنامج وعند الفتح تاتي رساله من اختيارين اختيار معلومات التطبيق واختيار اغلاق التطبيق لا اعرف السبب قمت بالاتصال بخدمه العملاء دون اي جدوي ارجو معرفه السبب شكرا
2025-03-30 22:19:38,5,افضل برنامج على الاطلاق,افضل برنامج على الاطلاق
2024-01-17 18:53:40,1,سئ ولا يعمل رغم كل المحاولات من تحديث وحذف واعادة تحميل والنتيجه لا يعمل,سئ ولا يعمل رغم كل المحاولات من تحديث وحذف واعادة تحميل والنتيجه لا يعمل
2023-01-23 03:01:17,1,التطبيق لا يعمل والرساله دائما تفشل في الوصول,التطبيق لا يعمل والرساله دائما تفشل في الوصول
2025-04-02 14:48:36,5,تطبيق فوق الممتاز,تطبيق فوق الممتاز
2025-05-18 14:18:09,5,مش عايز يفتح معايه مش قادر افهم ايه المشكه فى التطبيق,مش عايز يفتح معايه مش قادر افهم ايه المشكه فى التطبيق
2025-07-28 18:35:52,5,ممتاز,ممتاز
2023-09-04 17:10:55,5,تمام,تمام
2024-11-18 06:43:14,5,ممتاز,ممتاز
2023-10-11 15:44:41,5,ممتاز ورائع,ممتاز ورائع
2024-11-17 13:36:09,5,أفضل حاجه في مصر بعد جست سماش,أفضل حاجه في مصر بعد جست سماش
2024-03-11 03:27:27,1,لا يعمل بحاول افتحه بيقفل لوحده ويخرج اصلا من البرنامج برنامج فاشل,لا يعمل بحاول افتحه بيقفل لوحده ويخرج اصلا من البرنامج برنامج فاشل
2025-04-01 13:44:49,5,ممتاز,ممتاز
2024-03-01 16:05:11,5,ممتاز,ممتاز
2024-01-25 01:16:09,5,ممتاز,ممتاز
2023-03-30 08:36:16,5,Good 😊,Good 😊
2023-09-16 16:11:19,1,انا شغلي متعطل بقالي يومين بسبب الابلكيشن مش شغال واتصلت بخدمه العملاء اكتر من مره وبردو مفيش حل,انا شغلي متعطل بقالي يومين بسبب الابلكيشن مش شغال واتصلت بخدمه العملاء اكتر من مره وبردو مفيش حل
2024-01-01 17:11:03,5,برنامج رائع جدا,برنامج رائع جدا
2024-09-24 11:41:39,5,ممتاز,ممتاز
2022-05-14 18:30:33,1,نجمه واحدة كتير عليه اذا كان اساسيات ان البرنامج يفتح مبيفتحش هنامن علي حسابتتا في ازاي وعامه محدث اخر تحديث وفاتح باقة من نفس الرقم المسجل,نجمه واحدة كتير عليه اذا كان اساسيات ان البرنامج يفتح مبيفتحش هنامن علي حسابتتا في ازاي وعامه محدث اخر تحديث وفاتح باقة من نفس الرقم المسجل
2023-07-27 02:47:58,3,البرنامج محتاج بعض التعديلات مثل إمكانيه تعديل ال User الخاص ب انستا باي (عنوان الدفع) وإمكانية حذف الحساب من انستا باي حتي لو مفيش غيرو علي الابلكيشن,البرنامج محتاج بعض التعديلات مثل إمكانيه تعديل ال User الخاص ب انستا باي (عنوان الدفع) وإمكانية حذف الحساب من انستا باي حتي لو مفيش غيرو علي الابلكيشن
2024-10-18 08:02:55,4,ممتاز ومريح بس يارب يفضل كدة وميبقاش فية اى رسوم بعد كدة,ممتاز ومريح بس يارب يفضل كدة وميبقاش فية اى رسوم بعد كدة
2025-03-31 23:47:13,5,خدمه ممتازه وكل عام وانتم بخير,خدمه ممتازه وكل عام وانتم بخير
2024-12-17 14:45:28,5,ممتاز جدا جدا,ممتاز جدا جدا
2023-09-30 14:09:09,5,سهل جدا. بيوفرلي وقتي جدا ممتاز في كل خدماته,سهل جدا. بيوفرلي وقتي جدا ممتاز في كل خدماته
2025-06-14 08:57:02,1,مش راضي يشتغل علي التليفون الجديد رغم أنه كان شغال معاي قبل كده حلو جدا المره دي مش عاوز يفتح البرنامج,مش راضي يشتغل علي التليفون الجديد رغم أنه كان شغال معاي قبل كده حلو جدا المره دي مش عاوز يفتح البرنامج
2023-01-10 13:58:57,5,ابراهيم ابراهيم احمد قامش,ابراهيم ابراهيم احمد قامش
2024-12-03 00:46:46,1,زي الزفت والله,زي الزفت والله
2023-11-22 19:22:49,5,اكثر من رائع,اكثر من رائع
2022-11-27 20:57:43,5,من أروع وأجمل التطبيقات ويحتاج لتطوير وتجديد حتى لا يتوقف عن العمل أحيانا,من أروع وأجمل التطبيقات ويحتاج لتطوير وتجديد حتى لا يتوقف عن العمل أحيانا
2023-12-13 22:46:48,5,هل يوجد تحديث جديد التطبيق مش عايز يفتح حتى بعد المسح والتنزيل مرة أخرى أية العمل تواصلت مع خدمة العملاء والدعم وتم تقديم الشكوى دون جدوى,هل يوجد تحديث جديد التطبيق مش عايز يفتح حتى بعد المسح والتنزيل مرة أخرى أية العمل تواصلت مع خدمة العملاء والدعم وتم تقديم الشكوى دون جدوى
2024-04-12 07:30:35,5,👍🏼,👍🏼
2025-03-17 20:05:15,5,فوق الممتاز,فوق الممتاز
2025-04-02 09:06:25,4,اخواني بالله عليكم اي احد يفيدني انا لسه جديد ونزلت التطبيق ولكن بيطلب مني رقم الجوال لازم يكون ليا رقم حساب في البنوك المصريه ولا برقم تلفون سعودي برجاء الافاده فضلاً وليس أمراً,اخواني بالله عليكم اي احد يفيدني انا لسه جديد ونزلت التطبيق ولكن بيطلب مني رقم الجوال لازم يكون ليا رقم حساب في البنوك المصريه ولا برقم تلفون سعودي برجاء الافاده فضلاً وليس أمراً
2024-03-01 15:05:05,4,تحفه,تحفه
2024-01-19 16:17:06,1,سيئ جدا مسحت البرنامج ونزلتو كذامره بسبب لايمكن استكمال التسجيل ولا ارسال كود التفعيل شغلتو من ع بيانات الفون وال واى فاى وبردو مازالت المشكله قائمه,سيئ جدا مسحت البرنامج ونزلتو كذامره بسبب لايمكن استكمال التسجيل ولا ارسال كود التفعيل شغلتو من ع بيانات الفون وال واى فاى وبردو مازالت المشكله قائمه
2022-10-26 17:23:03,1,هو ليه البرنامج مش بيشتغل خارج مصر وناس كتيرة في خارج مصر اشتكت ومفيش حل الى الآن البرنامج يقف عند الرسالة الترحيبية ومفيش حد عارف يسجل او يفتح البرنامج,هو ليه البرنامج مش بيشتغل خارج مصر وناس كتيرة في خارج مصر اشتكت ومفيش حل الى الآن البرنامج يقف عند الرسالة الترحيبية ومفيش حد عارف يسجل او يفتح البرنامج
2024-10-24 06:34:18,1,لا يعمل بشكل صحيح مؤخرا,لا يعمل بشكل صحيح مؤخرا
2023-10-28 04:45:10,2,رجاء حل مشكله عدم تسجيل اكثر من حساب لو رقم الهاتف مختلف ممكن تخلو برقم البطاقة اكيد هيكون واحد في كل البنوك لاكن رقم الهاتف وارد يتغير ارجو حل المشكلة,رجاء حل مشكله عدم تسجيل اكثر من حساب لو رقم الهاتف مختلف ممكن تخلو برقم البطاقة اكيد هيكون واحد في كل البنوك لاكن رقم الهاتف وارد يتغير ارجو حل المشكلة
2024-05-27 22:31:52,5,تطبيق رائع جدا,تطبيق رائع جدا
2025-08-24 13:45:36,5,فكرا عظيمة,فكرا عظيمة
2022-08-25 22:28:08,5,ممتاز,ممتاز
2023-09-25 14:13:53,5,ممتاز باقى شوية تطوير من المحافظ تأكيد الاسم قبل الارسال,ممتاز باقى شوية تطوير من المحافظ تأكيد الاسم قبل الارسال
2023-10-30 12:18:00,1,البرنامج معلق,البرنامج معلق
2024-04-30 16:15:23,1,يرجو دعم الوضع الليلي,يرجو دعم الوضع الليلي
2024-04-27 19:55:17,5,رائع,رائع
2022-12-16 23:39:59,1,يا خيبة الأمل,يا خيبة الأمل
2023-01-06 09:49:17,5,تطبيق جيد جدا,تطبيق جيد جدا
2025-03-31 14:44:48,5,جيد جدا,جيد جدا
2023-12-27 17:26:34,5,ممتاز,ممتاز
2024-11-16 03:30:29,1,بعد تغير الجهاز التطبيق لا يعمل ولا استطيع تسجيل الدخول برجاء حل المشكله,بعد تغير الجهاز التطبيق لا يعمل ولا استطيع تسجيل الدخول برجاء حل المشكله
2024-12-17 13:25:38,1,كنت عامله والخط اتحرق ومفيش امكانيه تبديل حسابات,كنت عامله والخط اتحرق ومفيش امكانيه تبديل حسابات
2025-08-23 01:35:57,5,رائع,رائع
2025-03-09 23:19:39,5,ممتاز,ممتاز
2024-03-21 19:27:44,5,ممتاز,ممتاز
2024-10-12 12:17:50,5,تحسين البرنامج,تحسين البرنامج
2022-07-27 22:37:55,1,التطبيق بيقوف كتير وبيهنج,التطبيق بيقوف كتير وبيهنج
2023-09-12 21:39:54,1,كان شغال وبعد اخر تحديث وقف وبقي بيخرج من التطبيق لوحده وكلمت خدمه العملاء كتير ومش قادر اوصل لحل,كان شغال وبعد اخر تحديث وقف وبقي بيخرج من التطبيق لوحده وكلمت خدمه العملاء كتير ومش قادر اوصل لحل
2022-03-25 14:54:52,1,حاولت كتير في كل مره تم حظر حسابك ومش عارف افك الحظر ازاي ومفيش حد مسؤول ارجعله علشان علي الاقل افهم وفي الاخر فهمت من وجهة نظري أنه لا يمكن المغامره بالبيانات علي هذا البرنامج,حاولت كتير في كل مره تم حظر حسابك ومش عارف افك الحظر ازاي ومفيش حد مسؤول ارجعله علشان علي الاقل افهم وفي الاخر فهمت من وجهة نظري أنه لا يمكن المغامره بالبيانات علي هذا البرنامج
2023-05-16 17:11:56,5,ممتاز.. شكرا شركة مباشر التي دلتني علي هذا التطبيق,ممتاز.. شكرا شركة مباشر التي دلتني علي هذا التطبيق
2024-09-01 20:22:51,1,يافندم ذهبت البنك وحدثت بياناتى عشان رقم التليفون وكل ماجى افعله سطلعلى رسالة ان يارقم البطاقة ياكلمة المرور غير صحيحة وان توقيت الجلسة انتهى رغم انه بيتم ارسال كود على رسايل التليفون,يافندم ذهبت البنك وحدثت بياناتى عشان رقم التليفون وكل ماجى افعله سطلعلى رسالة ان يارقم البطاقة ياكلمة المرور غير صحيحة وان توقيت الجلسة انتهى رغم انه بيتم ارسال كود على رسايل التليفون
2022-06-12 19:00:45,1,ياريت تشغلوه بره مصر ضروري ؟!,ياريت تشغلوه بره مصر ضروري ؟!
2025-07-01 22:03:40,5,ممتازه,ممتازه
2025-02-24 19:54:26,5,رائعه,رائعه
2025-05-28 09:57:45,5,برنامج جميل جدا,برنامج جميل جدا
2024-12-01 12:03:00,3,منذ اخر تحديث وهناك مشكله ف الاشعارات واختيار الشريحه عند التسجيل,منذ اخر تحديث وهناك مشكله ف الاشعارات واختيار الشريحه عند التسجيل
2025-04-01 14:47:56,5,برنامج فوق الممتاز بس كان عِنـ.̷̷̸̷̐ـديّ اقتراح بتكبير التحويلات او تخلو التحويل مفتوح في الشهر,برنامج فوق الممتاز بس كان عِنـ.̷̷̸̷̐ـديّ اقتراح بتكبير التحويلات او تخلو التحويل مفتوح في الشهر
2024-04-04 04:35:53,4,لا يتم ارسال رساله التفعيل رغم السماح بالاشعارات,لا يتم ارسال رساله التفعيل رغم السماح بالاشعارات
2024-09-16 21:04:51,5,ممتاز,ممتاز
2023-03-21 04:53:18,1,بعد ضبط المصنع مش عايز يدخل,بعد ضبط المصنع مش عايز يدخل
2025-05-15 23:03:41,5,جيد,جيد
2024-08-05 15:00:48,1,التطبيق لايفتح وتم تحديثة لأخر تحديث ولايفتح,التطبيق لايفتح وتم تحديثة لأخر تحديث ولايفتح
2025-02-16 13:54:49,1,برنامج Insta pay مهنج عندي لم يظهر رصيد حسابي,برنامج Insta pay مهنج عندي لم يظهر رصيد حسابي
2025-03-15 02:08:02,1,مش راضي يسجل نهائي برقم الموبايل بقالي شهور ع الوضع ده,مش راضي يسجل نهائي برقم الموبايل بقالي شهور ع الوضع ده
2024-06-29 17:45:08,1,التطبيق لا يفتح من الأساس على جهاز Redmi c13,التطبيق لا يفتح من الأساس على جهاز Redmi c13
